statid;timeobs;radiation_mean(W/m^2);label
606500;2009010823;0;1100
606500;2009010900;0;1100
606500;2009010901;0;1100
606500;2009010902;0;1100
606500;2009010903;0;1100
606500;2009010904;0;1100
606500;2009010905;0;1100
606500;2009010906;0;1100
606500;2009010907;0;1100
606500;2009010908;1;1100
606500;2009010909;10;1100
606500;2009010910;27;1100
606500;2009010911;34;1100
606500;2009010912;72;1100
606500;2009010913;68;1100
606500;2009010914;42;1100
606500;2009010915;12;1100
606500;2009010916;1;1100
606500;2009010917;0;1100
606500;2009010918;0;1100
606500;2009010919;0;1100
606500;2009010920;0;1100
606500;2009010921;0;1100
606500;2009010922;0;1100
606500;2009010923;0;1100
606500;2009011000;0;1100
606500;2009011001;0;1100
606500;2009011002;0;1100
606500;2009011003;0;1100
606500;2009011004;0;1100
606500;2009011005;0;1100
606500;2009011006;0;1100
606500;2009011007;0;1100
606500;2009011008;1;1100
606500;2009011009;8;1100
606500;2009011010;21;1100
606500;2009011011;40;1100
606500;2009011012;43;1100
606500;2009011013;42;1100
606500;2009011014;31;1100
606500;2009011015;13;1100
606500;2009011016;1;1100
606500;2009011017;0;1100
606500;2009011018;0;1100
606500;2009011019;0;1100
606500;2009011020;0;1100
606500;2009011021;0;1100
606500;2009011022;0;1100
606500;2009011023;0;1100
606500;2009011100;0;1100
606500;2009011101;0;1100
606500;2009011102;0;1100
606500;2009011103;0;1100
606500;2009011104;0;1100
606500;2009011105;0;1100
606500;2009011106;0;1100
606500;2009011107;0;1100
606500;2009011108;1;1100
606500;2009011109;4;1100
606500;2009011110;8;1100
606500;2009011111;20;1100
606500;2009011112;21;1100
606500;2009011113;56;1100
606500;2009011114;79;1100
606500;2009011115;31;1100
606500;2009011116;2;1100
606500;2009011117;0;1100
606500;2009011118;0;1100
606500;2009011119;0;1100
606500;2009011120;0;1100
606500;2009011121;0;1100
606500;2009011122;0;1100
606500;2009011123;0;1100
606500;2009011200;0;1100
606500;2009011201;0;1100
606500;2009011202;0;1100
606500;2009011203;0;1100
606500;2009011204;0;1100
606500;2009011205;0;1100
606500;2009011206;0;1100
606500;2009011207;0;1100
606500;2009011208;0;1100
606500;2009011209;3;1100
606500;2009011210;9;1100
606500;2009011211;13;1100
606500;2009011212;18;1100
606500;2009011213;14;1100
606500;2009011214;8;1100
606500;2009011215;4;1100
606500;2009011216;0;1100
606500;2009011217;0;1100
606500;2009011218;0;1100
606500;2009011219;0;1100
606500;2009011220;0;1100
606500;2009011221;0;1100
606500;2009011222;0;1100
606500;2009011223;0;1100
606500;2009011300;0;1100
606500;2009011301;0;1100
606500;2009011302;0;1100
606500;2009011303;0;1100
606500;2009011304;0;1100
606500;2009011305;0;1100
606500;2009011306;0;1100
606500;2009011307;0;1100
606500;2009011308;0;1100
606500;2009011309;7;1100
606500;2009011310;19;1100
606500;2009011311;41;1100
606500;2009011312;65;1100
606500;2009011313;68;1100
606500;2009011314;61;1100
606500;2009011315;18;1100
606500;2009011316;1;1100
606500;2009011317;0;1100
606500;2009011318;0;1100
606500;2009011319;0;1100
606500;2009011320;0;1100
606500;2009011321;0;1100
606500;2009011322;0;1100
606500;2009011323;0;1100
606500;2009011400;0;1100
606500;2009011401;0;1100
606500;2009011402;0;1100
606500;2009011403;0;1100
606500;2009011404;0;1100
606500;2009011405;0;1100
606500;2009011406;0;1100
606500;2009011407;0;1100
606500;2009011408;0;1100
606500;2009011409;8;1100
606500;2009011410;48;1100
606500;2009011411;100;1100
606500;2009011412;128;1100
606500;2009011413;95;1100
606500;2009011414;61;1100
606500;2009011415;22;1100
606500;2009011416;2;1100
606500;2009011417;0;1100
606500;2009011418;0;1100
606500;2009011419;0;1100
606500;2009011420;0;1100
606500;2009011421;0;1100
606500;2009011422;0;1100
606500;2009011423;0;1100
606500;2009011500;0;1100
606500;2009011501;0;1100
606500;2009011502;0;1100
606500;2009011503;0;1100
606500;2009011504;0;1100
606500;2009011505;0;1100
606500;2009011506;0;1100
606500;2009011507;1;1100
606500;2009011508;2;1100
606500;2009011509;16;1100
606500;2009011510;38;1100
606500;2009011511;89;1100
606500;2009011512;90;1100
606500;2009011513;89;1100
606500;2009011514;69;1100
606500;2009011515;18;1100
606500;2009011516;3;1100
606500;2009011517;0;1100
606500;2009011518;0;1100
606500;2009011519;0;1100
606500;2009011520;0;1100
606500;2009011521;0;1100
606500;2009011522;0;1100
606500;2009011523;0;1100
606500;2009011600;0;1100
606500;2009011601;0;1100
606500;2009011602;0;1100
606500;2009011603;0;1100
606500;2009011604;0;1100
606500;2009011605;0;1100
606500;2009011606;0;1100
606500;2009011607;1;1100
606500;2009011608;3;1100
606500;2009011609;19;1100
606500;2009011610;60;1100
606500;2009011611;51;1100
606500;2009011612;59;1100
606500;2009011613;75;1100
606500;2009011614;51;1100
606500;2009011615;28;1100
606500;2009011616;4;1100
606500;2009011617;0;1100
606500;2009011618;0;1100
606500;2009011619;0;1100
606500;2009011620;0;1100
606500;2009011621;0;1100
606500;2009011622;0;1100
606500;2009011623;0;1100
606500;2009011700;0;1100
606500;2009011701;0;1100
606500;2009011702;0;1100
606500;2009011703;0;1100
606500;2009011704;0;1100
606500;2009011705;0;1100
606500;2009011706;0;1100
606500;2009011707;1;1100
606500;2009011708;1;1100
606500;2009011709;6;1100
606500;2009011710;16;1100
606500;2009011711;22;1100
606500;2009011712;23;1100
606500;2009011713;21;1100
606500;2009011714;15;1100
606500;2009011715;10;1100
606500;2009011716;2;1100
606500;2009011717;0;1100
606500;2009011718;0;1100
606500;2009011719;0;1100
606500;2009011720;0;1100
606500;2009011721;0;1100
606500;2009011722;0;1100
606500;2009011723;0;1100
606500;2009011800;0;1100
606500;2009011801;0;1100
606500;2009011802;0;1100
606500;2009011803;0;1100
606500;2009011804;0;1100
606500;2009011805;0;1100
606500;2009011806;0;1100
606500;2009011807;1;1100
606500;2009011808;2;1100
606500;2009011809;8;1100
606500;2009011810;16;1100
606500;2009011811;26;1100
606500;2009011812;31;1100
606500;2009011813;25;1100
606500;2009011814;11;1100
606500;2009011815;3;1100
606500;2009011816;1;1100
606500;2009011817;0;1100
606500;2009011818;0;1100
606500;2009011819;0;1100
606500;2009011820;0;1100
606500;2009011821;0;1100
606500;2009011822;0;1100
606500;2009011823;0;1100
606500;2009011900;0;1100
606500;2009011901;0;1100
606500;2009011902;0;1100
606500;2009011903;0;1100
606500;2009011904;0;1100
606500;2009011905;0;1100
606500;2009011906;0;1100
606500;2009011907;0;1100
606500;2009011908;1;1100
606500;2009011909;23;1100
606500;2009011910;78;1100
606500;2009011911;128;1100
606500;2009011912;95;1100
606500;2009011913;34;1100
606500;2009011914;58;1100
606500;2009011915;16;1100
606500;2009011916;3;1100
606500;2009011917;0;1100
606500;2009011918;0;1100
606500;2009011919;0;1100
606500;2009011920;0;1100
606500;2009011921;0;1100
606500;2009011922;0;1100
606500;2009011923;0;1100
606500;2009012000;0;1100
606500;2009012001;0;1100
606500;2009012002;0;1100
606500;2009012003;0;1100
606500;2009012004;0;1100
606500;2009012005;0;1100
606500;2009012006;0;1100
606500;2009012007;0;1100
606500;2009012008;3;1100
606500;2009012009;40;1100
606500;2009012010;133;1100
606500;2009012011;198;1100
606500;2009012012;80;1100
606500;2009012013;28;1100
606500;2009012014;22;1100
606500;2009012015;20;1100
606500;2009012016;5;1100
606500;2009012017;0;1100
606500;2009012018;0;1100
606500;2009012019;0;1100
606500;2009012020;0;1100
606500;2009012021;0;1100
606500;2009012022;0;1100
606500;2009012023;0;1100
606500;2009012100;0;1100
606500;2009012101;0;1100
606500;2009012102;0;1100
606500;2009012103;0;1100
606500;2009012104;0;1100
606500;2009012105;0;1100
606500;2009012106;0;1100
606500;2009012107;0;1100
606500;2009012108;3;1100
606500;2009012109;37;1100
606500;2009012110;33;1100
606500;2009012111;73;1100
606500;2009012112;160;1100
606500;2009012113;110;1100
606500;2009012114;77;1100
606500;2009012115;58;1100
606500;2009012116;7;1100
606500;2009012117;0;1100
606500;2009012118;0;1100
606500;2009012119;0;1100
606500;2009012120;0;1100
606500;2009012121;0;1100
606500;2009012122;0;1100
606500;2009012123;0;1100
606500;2009012200;0;1100
606500;2009012201;0;1100
606500;2009012202;0;1100
606500;2009012203;0;1100
606500;2009012204;0;1100
606500;2009012205;0;1100
606500;2009012206;0;1100
606500;2009012207;1;1100
606500;2009012208;2;1100
606500;2009012209;15;1100
606500;2009012210;57;1100
606500;2009012211;198;1100
606500;2009012212;222;1100
606500;2009012213;175;1100
606500;2009012214;88;1100
606500;2009012215;27;1100
606500;2009012216;4;1100
606500;2009012217;0;1100
606500;2009012218;0;1100
606500;2009012219;0;1100
606500;2009012220;0;1100
606500;2009012221;0;1100
606500;2009012222;0;1100
606500;2009012223;0;1100
606500;2009012300;0;1100
606500;2009012301;0;1100
606500;2009012302;0;1100
606500;2009012303;0;1100
606500;2009012304;0;1100
606500;2009012305;0;1100
606500;2009012306;0;1100
606500;2009012307;0;1100
606500;2009012308;1;1100
606500;2009012309;9;1100
606500;2009012310;29;1100
606500;2009012311;33;1100
606500;2009012312;17;1100
606500;2009012313;13;1100
606500;2009012314;12;1100
606500;2009012315;15;1100
606500;2009012316;3;1100
606500;2009012317;0;1100
606500;2009012318;0;1100
606500;2009012319;0;1100
606500;2009012320;0;1100
606500;2009012321;0;1100
606500;2009012322;0;1100
606500;2009012323;0;1100
606500;2009012400;0;1100
606500;2009012401;0;1100
606500;2009012402;0;1100
606500;2009012403;0;1100
606500;2009012404;0;1100
606500;2009012405;0;1100
606500;2009012406;0;1100
606500;2009012407;0;1100
606500;2009012408;1;1100
606500;2009012409;10;1100
606500;2009012410;22;1100
606500;2009012411;29;1100
606500;2009012412;64;1100
606500;2009012413;60;1100
606500;2009012414;52;1100
606500;2009012415;18;1100
606500;2009012416;1;1100
606500;2009012417;0;1100
606500;2009012418;0;1100
606500;2009012419;0;1100
606500;2009012420;0;1100
606500;2009012421;0;1100
606500;2009012422;0;1100
606500;2009012423;0;1100
606500;2009012500;0;1100
606500;2009012501;0;1100
606500;2009012502;0;1100
606500;2009012503;0;1100
606500;2009012504;0;1100
606500;2009012505;0;1100
606500;2009012506;0;1100
606500;2009012507;1;1100
606500;2009012508;7;1100
606500;2009012509;62;1100
606500;2009012510;86;1100
606500;2009012511;88;1100
606500;2009012512;87;1100
606500;2009012513;101;1100
606500;2009012514;67;1100
606500;2009012515;28;1100
606500;2009012516;4;1100
606500;2009012517;0;1100
606500;2009012518;0;1100
606500;2009012519;0;1100
606500;2009012520;0;1100
606500;2009012521;0;1100
606500;2009012522;0;1100
606500;2009012523;0;1100
606500;2009012600;0;1100
606500;2009012601;0;1100
606500;2009012602;0;1100
606500;2009012603;0;1100
606500;2009012604;0;1100
606500;2009012605;0;1100
606500;2009012606;0;1100
606500;2009012607;1;1100
606500;2009012608;4;1100
606500;2009012609;26;1100
606500;2009012610;58;1100
606500;2009012611;78;1100
606500;2009012612;63;1100
606500;2009012613;64;1100
606500;2009012614;51;1100
606500;2009012615;24;1100
606500;2009012616;5;1100
606500;2009012617;0;1100
606500;2009012618;0;1100
606500;2009012619;0;1100
606500;2009012620;0;1100
606500;2009012621;0;1100
606500;2009012622;0;1100
606500;2009012623;0;1100
606500;2009012700;0;1100
606500;2009012701;0;1100
606500;2009012702;0;1100
606500;2009012703;0;1100
606500;2009012704;0;1100
606500;2009012705;0;1100
606500;2009012706;0;1100
606500;2009012707;1;1100
606500;2009012708;4;1100
606500;2009012709;23;1100
606500;2009012710;49;1100
606500;2009012711;60;1100
606500;2009012712;58;1100
606500;2009012713;38;1100
606500;2009012714;24;1100
606500;2009012715;12;1100
606500;2009012716;3;1100
606500;2009012717;0;1100
606500;2009012718;0;1100
606500;2009012719;0;1100
606500;2009012720;0;1100
606500;2009012721;0;1100
606500;2009012722;0;1100
606500;2009012723;0;1100
606500;2009012800;0;1100
606500;2009012801;0;1100
606500;2009012802;0;1100
606500;2009012803;0;1100
606500;2009012804;0;1100
606500;2009012805;0;1100
606500;2009012806;0;1100
606500;2009012807;0;1100
606500;2009012808;3;1100
606500;2009012809;16;1100
606500;2009012810;24;1100
606500;2009012811;56;1100
606500;2009012812;61;1100
606500;2009012813;50;1100
606500;2009012814;35;1100
606500;2009012815;19;1100
606500;2009012816;5;1100
606500;2009012817;0;1100
606500;2009012818;0;1100
606500;2009012819;0;1100
606500;2009012820;0;1100
606500;2009012821;0;1100
606500;2009012822;0;1100
606500;2009012823;0;1100
606500;2009012900;0;1100
606500;2009012901;0;1100
606500;2009012902;0;1100
606500;2009012903;0;1100
606500;2009012904;0;1100
606500;2009012905;0;1100
606500;2009012906;0;1100
606500;2009012907;1;1100
606500;2009012908;3;1100
606500;2009012909;15;1100
606500;2009012910;38;1100
606500;2009012911;67;1100
606500;2009012912;92;1100
606500;2009012913;74;1100
606500;2009012914;45;1100
606500;2009012915;23;1100
606500;2009012916;6;1100
606500;2009012917;0;1100
606500;2009012918;0;1100
606500;2009012919;0;1100
606500;2009012920;0;1100
606500;2009012921;0;1100
606500;2009012922;0;1100
606500;2009012923;0;1100
606500;2009013000;0;1100
606500;2009013001;0;1100
606500;2009013002;0;1100
606500;2009013003;0;1100
606500;2009013004;0;1100
606500;2009013005;0;1100
606500;2009013006;0;1100
606500;2009013007;1;1100
606500;2009013008;4;1100
606500;2009013009;21;1100
606500;2009013010;43;1100
606500;2009013011;49;1100
606500;2009013012;52;1100
606500;2009013013;36;1100
606500;2009013014;26;1100
606500;2009013015;19;1100
606500;2009013016;5;1100
606500;2009013017;0;1100
606500;2009013018;0;1100
606500;2009013019;0;1100
606500;2009013020;0;1100
606500;2009013021;0;1100
606500;2009013022;0;1100
606500;2009013023;0;1100
606500;2009013100;0;1100
606500;2009013101;0;1100
606500;2009013102;0;1100
606500;2009013103;0;1100
606500;2009013104;0;1100
606500;2009013105;0;1100
606500;2009013106;0;1100
606500;2009013107;1;1100
606500;2009013108;6;1100
606500;2009013109;31;1100
606500;2009013110;46;1100
606500;2009013111;89;1100
606500;2009013112;81;1100
606500;2009013113;67;1100
606500;2009013114;67;1100
606500;2009013115;36;1100
606500;2009013116;7;1100
606500;2009013117;0;1100
606500;2009013118;0;1100
606500;2009013119;0;1100
606500;2009013120;0;1100
606500;2009013121;0;1100
606500;2009013122;0;1100
606500;2009013123;0;1100
606500;2009020100;0;1100
606500;2009020101;0;1100
606500;2009020102;0;1100
606500;2009020103;0;1100
606500;2009020104;0;1100
606500;2009020105;0;1100
606500;2009020106;2;1100
606500;2009020107;2;1100
606500;2009020108;8;1100
606500;2009020109;111;1100
606500;2009020110;208;1100
606500;2009020111;272;1100
606500;2009020112;322;1100
606500;2009020113;285;1100
606500;2009020114;114;1100
606500;2009020115;43;1100
606500;2009020116;10;1100
606500;2009020117;2;1100
606500;2009020118;2;1100
606500;2009020119;0;1100
606500;2009020120;0;1100
606500;2009020121;0;1100
606500;2009020122;0;1100
606500;2009020123;0;1100
606500;2009020200;0;1100
606500;2009020201;0;1100
606500;2009020202;0;1100
606500;2009020203;0;1100
606500;2009020204;0;1100
606500;2009020205;0;1100
606500;2009020206;2;1100
606500;2009020207;2;1100
606500;2009020208;11;1100
606500;2009020209;17;1100
606500;2009020210;22;1100
606500;2009020211;37;1100
606500;2009020212;44;1100
606500;2009020213;53;1100
606500;2009020214;48;1100
606500;2009020215;32;1100
606500;2009020216;9;1100
606500;2009020217;2;1100
606500;2009020218;2;1100
606500;2009020219;0;1100
606500;2009020220;0;1100
606500;2009020221;0;1100
606500;2009020222;0;1100
606500;2009020223;0;1100
606500;2009020300;0;1100
606500;2009020301;0;1100
606500;2009020302;0;1100
606500;2009020303;0;1100
606500;2009020304;0;1100
606500;2009020305;0;1100
606500;2009020306;1;1100
606500;2009020307;1;1100
606500;2009020308;4;1100
606500;2009020309;11;1100
606500;2009020310;35;1100
606500;2009020311;36;1100
606500;2009020312;30;1100
606500;2009020313;31;1100
606500;2009020314;24;1100
606500;2009020315;10;1100
606500;2009020316;4;1100
606500;2009020317;1;1100
606500;2009020318;1;1100
606500;2009020319;0;1100
606500;2009020320;0;1100
606500;2009020321;0;1100
606500;2009020322;0;1100
606500;2009020323;0;1100
606500;2009020400;0;1100
606500;2009020401;0;1100
606500;2009020402;0;1100
606500;2009020403;0;1100
606500;2009020404;0;1100
606500;2009020405;0;1100
606500;2009020406;0;1100
606500;2009020407;0;1100
606500;2009020408;5;1100
606500;2009020409;23;1100
606500;2009020410;45;1100
606500;2009020411;36;1100
606500;2009020412;68;1100
606500;2009020413;44;1100
606500;2009020414;47;1100
606500;2009020415;23;1100
606500;2009020416;8;1100
606500;2009020417;0;1100
606500;2009020418;0;1100
606500;2009020419;0;1100
606500;2009020420;0;1100
606500;2009020421;0;1100
606500;2009020422;0;1100
606500;2009020423;0;1100
606500;2009020500;0;1100
606500;2009020501;0;1100
606500;2009020502;0;1100
606500;2009020503;0;1100
606500;2009020504;0;1100
606500;2009020505;0;1100
606500;2009020506;1;1100
606500;2009020507;1;1100
606500;2009020508;11;1100
606500;2009020509;56;1100
606500;2009020510;99;1100
606500;2009020511;174;1100
606500;2009020512;177;1100
606500;2009020513;125;1100
606500;2009020514;54;1100
606500;2009020515;36;1100
606500;2009020516;5;1100
606500;2009020517;1;1100
606500;2009020518;1;1100
606500;2009020519;0;1100
606500;2009020520;0;1100
606500;2009020521;0;1100
606500;2009020522;0;1100
606500;2009020523;0;1100
606500;2009020600;0;1100
606500;2009020601;0;1100
606500;2009020602;0;1100
606500;2009020603;0;1100
606500;2009020604;0;1100
606500;2009020605;0;1100
606500;2009020606;0;1100
606500;2009020607;0;1100
606500;2009020608;4;1100
606500;2009020609;13;1100
606500;2009020610;30;1100
606500;2009020611;65;1100
606500;2009020612;130;1100
606500;2009020613;208;1100
606500;2009020614;127;1100
606500;2009020615;21;1100
606500;2009020616;6;1100
606500;2009020617;0;1100
606500;2009020618;0;1100
606500;2009020619;0;1100
606500;2009020620;0;1100
606500;2009020621;0;1100
606500;2009020622;0;1100
606500;2009020623;0;1100
606500;2009020700;0;1100
606500;2009020701;0;1100
606500;2009020702;0;1100
606500;2009020703;0;1100
606500;2009020704;0;1100
606500;2009020705;0;1100
606500;2009020706;0;1100
606500;2009020707;0;1100
606500;2009020708;6;1100
606500;2009020709;22;1100
606500;2009020710;31;1100
606500;2009020711;27;1100
606500;2009020712;43;1100
606500;2009020713;26;1100
606500;2009020714;21;1100
606500;2009020715;25;1100
606500;2009020716;9;1100
606500;2009020717;0;1100
606500;2009020718;0;1100
606500;2009020719;0;1100
606500;2009020720;0;1100
606500;2009020721;0;1100
606500;2009020722;0;1100
606500;2009020723;0;1100
606500;2009020800;0;1100
606500;2009020801;0;1100
606500;2009020802;0;1100
606500;2009020803;0;1100
606500;2009020804;0;1100
606500;2009020805;0;1100
606500;2009020806;0;1100
606500;2009020807;1;1100
606500;2009020808;26;1100
606500;2009020809;123;1100
606500;2009020810;252;1100
606500;2009020811;281;1100
606500;2009020812;381;1100
606500;2009020813;234;1100
606500;2009020814;138;1100
606500;2009020815;91;1100
606500;2009020816;36;1100
606500;2009020817;2;1100
606500;2009020818;0;1100
606500;2009020819;0;1100
606500;2009020820;0;1100
606500;2009020821;0;1100
606500;2009020822;0;1100
606500;2009020823;0;1100
606500;2009020900;0;1100
606500;2009020901;0;1100
606500;2009020902;0;1100
606500;2009020903;0;1100
606500;2009020904;0;1100
606500;2009020905;0;1100
606500;2009020906;0;1100
606500;2009020907;1;1100
606500;2009020908;33;1100
606500;2009020909;126;1100
606500;2009020910;143;1100
606500;2009020911;182;1100
606500;2009020912;312;1100
606500;2009020913;339;1100
606500;2009020914;268;1100
606500;2009020915;84;1100
606500;2009020916;27;1100
606500;2009020917;2;1100
606500;2009020918;1;1100
606500;2009020919;0;1100
606500;2009020920;0;1100
606500;2009020921;0;1100
606500;2009020922;0;1100
606500;2009020923;0;1100
606500;2009021000;0;1100
606500;2009021001;0;1100
606500;2009021002;0;1100
606500;2009021003;0;1100
606500;2009021004;0;1100
606500;2009021005;0;1100
606500;2009021006;1;1100
606500;2009021007;1;1100
606500;2009021008;7;1100
606500;2009021009;33;1100
606500;2009021010;60;1100
606500;2009021011;125;1100
606500;2009021012;104;1100
606500;2009021013;111;1100
606500;2009021014;82;1100
606500;2009021015;58;1100
606500;2009021016;21;1100
606500;2009021017;1;1100
606500;2009021018;1;1100
606500;2009021019;0;1100
606500;2009021020;0;1100
606500;2009021021;0;1100
606500;2009021022;0;1100
606500;2009021023;0;1100
606500;2009021100;0;1100
606500;2009021101;0;1100
606500;2009021102;0;1100
606500;2009021103;0;1100
606500;2009021104;0;1100
606500;2009021105;0;1100
606500;2009021106;0;1100
606500;2009021107;0;1100
606500;2009021108;16;1100
606500;2009021109;58;1100
606500;2009021110;97;1100
606500;2009021111;96;1100
606500;2009021112;140;1100
606500;2009021113;233;1100
606500;2009021114;187;1100
606500;2009021115;85;1100
606500;2009021116;35;1100
606500;2009021117;3;1100
606500;2009021118;1;1100
606500;2009021119;0;1100
606500;2009021120;0;1100
606500;2009021121;0;1100
606500;2009021122;0;1100
606500;2009021123;0;1100
606500;2009021200;0;1100
606500;2009021201;0;1100
606500;2009021202;0;1100
606500;2009021203;0;1100
606500;2009021204;0;1100
606500;2009021205;0;1100
606500;2009021206;1;1100
606500;2009021207;2;1100
606500;2009021208;52;1100
606500;2009021209;164;1100
606500;2009021210;270;1100
606500;2009021211;346;1100
606500;2009021212;381;1100
606500;2009021213;362;1100
606500;2009021214;302;1100
606500;2009021215;200;1100
606500;2009021216;82;1100
606500;2009021217;6;1100
606500;2009021218;2;1100
606500;2009021219;0;1100
606500;2009021220;0;1100
606500;2009021221;0;1100
606500;2009021222;0;1100
606500;2009021223;0;1100
606500;2009021300;0;1100
606500;2009021301;0;1100
606500;2009021302;0;1100
606500;2009021303;0;1100
606500;2009021304;0;1100
606500;2009021305;0;1100
606500;2009021306;1;1100
606500;2009021307;4;1100
606500;2009021308;55;1100
606500;2009021309;105;1100
606500;2009021310;143;1100
606500;2009021311;293;1100
606500;2009021312;367;1100
606500;2009021313;357;1100
606500;2009021314;269;1100
606500;2009021315;195;1100
606500;2009021316;84;1100
606500;2009021317;7;1100
606500;2009021318;1;1100
606500;2009021319;0;1100
606500;2009021320;0;1100
606500;2009021321;0;1100
606500;2009021322;0;1100
606500;2009021323;0;1100
606500;2009021400;0;1100
606500;2009021401;0;1100
606500;2009021402;0;1100
606500;2009021403;0;1100
606500;2009021404;0;1100
606500;2009021405;0;1100
606500;2009021406;2;1100
606500;2009021407;4;1100
606500;2009021408;57;1100
606500;2009021409;174;1100
606500;2009021410;281;1100
606500;2009021411;354;1100
606500;2009021412;383;1100
606500;2009021413;368;1100
606500;2009021414;311;1100
606500;2009021415;222;1100
606500;2009021416;95;1100
